"Link","Name of Parks","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","Type","W4Efsd 3","Address","W4Efsd 5","asd2asd","","W4Efsd 8","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3","W6VQef","W4Efsd 9","A1zNzb href","J8zHNe"
"https://www.google.com/maps/place/Amalfi+Pizza+%26+Pasta+-+Burwood+East/data=!4m7!3m6!1s0x6ad6407e724458f1:0x2b00c378ae0d43d5!8m2!3d-37.8522628!4d145.1328431!16s%2Fg%2F1tvm2xk5!19sChIJ8VhEcn5A1moR1UMNrnjDACs?authuser=0&hl=en&rclk=1","Amalfi Pizza & Pasta - Burwood East","3.6","(319)","·","$","·","Pizza Takeout","·","1/2-8 Burwood Hwy","·","","Open","⋅ Closes 2AM","https://lh5.googleusercontent.com/p/AF1QipPVq3PuuaYlSaVDTb2Izh_ZUHguuPGAYedBMn6H=w122-h92-k-no","Delivery","","","","","·","","https://food.google.com/chooseprovider?restaurantId=/g/1tvm2xk5&g2lbs=AL1YbfXyJErlBOIkYRSbH4AXm_1G-r6w68pJfMMA-2ttXUMMsaGhyiW18eutUcXoO5eYGGtPgEFP0v3Xx84ylZWQKzid2y8_cr9LrCD6KUOpoIxPq4a8tdU%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=H3Q5Y93QI_us4-EP88ybsA0&ei=H3Q5Y93QI_us4-EP88ybsA0&fo_s=OA,AH&orderType=2","Order takeaway"
"https://www.google.com/maps/place/Dosage+Cafe/data=!4m7!3m6!1s0x6ad640501e102e0f:0xe20c32c53663d1e9!8m2!3d-37.8505876!4d145.1033172!16s%2Fg%2F11bz08yw0m!19sChIJDy4QHlBA1moR6dFjNsUyDOI?authuser=0&hl=en&rclk=1","Dosage Cafe","4.5","(200)","·","$$","·","Coffee store","·","138-140 Burwood Hwy","·","","Closed","⋅ Opens 8AM Mon","https://lh5.googleusercontent.com/p/AF1QipM6SwXowdHjkECxT_vTJoZu6pah-YHkL9_P8rs=w138-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Taste+Hunan/data=!4m7!3m6!1s0x6ad641fe8060ff99:0xfaf955c33baae6b9!8m2!3d-37.8488092!4d145.1347027!16s%2Fg%2F11qnt90msh!19sChIJmf9ggP5B1moRueaqO8NV-fo?authuser=0&hl=en&rclk=1","Taste Hunan","4.1","(82)","·","$$","·","Chinese","·","Shop11/70 Middleborough Rd","·","","Closed","⋅ Opens 11AM Mon","https://lh5.googleusercontent.com/p/AF1QipMvx_g1o2ryPg0DzSzQucmbktzKpO1tnETjmt7H=w122-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","https://food.google.com/chooseprovider?restaurantId=/g/11qnt90msh&g2lbs=AL1YbfWbpoliox9WL_OOEgwaPQ2SU1px7rCIpVJvRqk2e11KtzVMb_9-FEUvCO9jNRIgA9w_84H49r2hQ_noUT7eHa6v_bgCNb75ymELueiDd_LCTJSoo78%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=H3Q5Y93QI_us4-EP88ybsA0&ei=H3Q5Y93QI_us4-EP88ybsA0&fo_s=OA,AH&orderType=1","Order delivery"
"https://www.google.com/maps/place/FooMoo+Cafe/data=!4m7!3m6!1s0x6ad6405e056eb09b:0x3f9e92441f5368b!8m2!3d-37.8494748!4d145.1146575!16s%2Fg%2F11hcyv86t7!19sChIJm7BuBV5A1moRizb1QSTp-QM?authuser=0&hl=en&rclk=1","FooMoo Cafe","4.4","(27)","·","$$","·","Cafe","·","BC Building, level 1/221 Burwood Hwy","·","Popular joint for Chinese food & yum cha","Closed","⋅ Opens 8AM Mon","https://lh5.googleusercontent.com/p/AF1QipPXnX4I642HejK90LceZI6G_Fywshf6DjSoe-X0=w80-h106-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Zagar's+Charcoal+Grill/data=!4m7!3m6!1s0x6ad63f7eae78dc5d:0x91dd75f9d1e347f1!8m2!3d-37.8504854!4d145.142698!16s%2Fg%2F1hc1psc77!19sChIJXdx4rn4_1moR8Ufj0fl13ZE?authuser=0&hl=en&rclk=1","Zagar's Charcoal Grill","4.5","(73)","·","$$","·","Grill","·","9 Royton St","·","","Closed","⋅ Opens 7PM Wed","https://lh5.googleusercontent.com/p/AF1QipNZqo9jiKTSCG7WMfdSqyXiQaWiImYbDJIPS5Uf=w122-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Gold+Leaf+Eastern+Restaurant/data=!4m7!3m6!1s0x6ad63f797eb82f0b:0x54899bb9c0f0b9bc!8m2!3d-37.8512849!4d145.1456211!16s%2Fg%2F1tcvc0js!19sChIJCy-4fnk_1moRvLnwwLmbiVQ?authuser=0&hl=en&rclk=1","Gold Leaf Eastern Restaurant","4.0","(1,001)","·","$$","·","Chinese","·","155 Burwood Hwy","·","Popular joint for Chinese food & yum cha","Closes soon","⋅ 11PM ⋅ Opens 12PM Mon","https://lh5.googleusercontent.com/p/AF1QipPfINsUtyzbc2kKpzq2blUnNz7IH-FRqSh9HW8Z=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery","·","·","https://food.google.com/chooseprovider?restaurantId=/g/1tcvc0js&g2lbs=AL1YbfXk772xQlbCIdDL3xrRfiBqVg6Vl-pjOSYsBIGussz-cstWo0jPbWZOTUUR88UFlxJWF58IBIpUMHxQ02RUjlwahSgHF9A43fhXZsPP6G2zCkr9YTQ%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=InQ5Y4mnDv_n4-EPpvuIuAU&ei=InQ5Y4mnDv_n4-EPpvuIuAU&fo_s=OA,AH","Order online"
"https://www.google.com/maps/place/Kcc/data=!4m7!3m6!1s0x6ad641b28ba8f4ef:0x581c4f68f08e821d!8m2!3d-37.848911!4d145.1331374!16s%2Fg%2F11rv2v81y2!19sChIJ7_Soi7JB1moRHYKO8GhPHFg?authuser=0&hl=en&rclk=1","Kcc","","","·","$$","·","Wok restaurant","·","70 Middleborough Rd","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5LXzZX6qC6eCLL97KU0Olw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=90.61212&pitch=0&thumbfov=100","Dine-in","·","Takeaway","","","·","","",""
"https://www.google.com/maps/place/Prohibition+Food+and+Wine/data=!4m7!3m6!1s0x6ad6404d278c989d:0x2eb8c5f6bef7759c!8m2!3d-37.8501506!4d145.0942253!16s%2Fg%2F11bw6kdb28!19sChIJnZiMJ01A1moRnHX3vvbFuC4?authuser=0&hl=en&rclk=1","Prohibition Food and Wine","4.3","(447)","·","$$","·","Restaurant","·","1395 Toorak Rd","·","Stylish chain for flame-grilled burgers","Closes soon","⋅ 11PM ⋅ Opens 12PM Mon","https://lh5.googleusercontent.com/p/AF1QipOpANmvff8L1QI-UkJys7ciH1bHh7xUSGyh9fXb=w80-h142-k-no","Dine-in","·","No delivery","","","·","","https://www.google.com/maps/reserve/v/dine/c/u88pXDyRwt0?source=pa&hl=en-AU&gei=InQ5Y4mnDv_n4-EPpvuIuAU&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dau%26pb%3D!4m12!1m3!1d15902.062465697545!2d145.1265483489004!3d-37.83985756036363!2m3!1f0!2f0!3f0!3m2!1i1920!2i969!4f13.1!7i20!8i40!10b1!12m8!1m1!18b1!2m3!5m1!6e2!20e3!10b1!16b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m2!1shXI5Y-SPA9iM4-EP2dSm4Aw!7e81!24m70!1m22!13m8!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!18m12!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!2b1!5m5!2b1!3b1!5b1!6b1!7b1!10m1!8e3!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m4!1m2!3b1!5b1!4b1!89b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i458!2i969!1m6!1m2!1i1870!2i0!2m2!1i1920!2i969!1m6!1m2!1i0!2i0!2m2!1i1920!2i20!1m6!1m2!1i0!2i949!2m2!1i1920!2i969!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!46m1!1e9!47m0!49m5!3b1!6m1!1b1!7m1!1e3!50m156!1m151!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwid3JvhtsH6AhV71jgGHXPmBtYQ_KkBCLEGKBc!10m2!3m1!1e1!2m7!1u5!4sJapanese!5e1!9s0ahUKEwid3JvhtsH6AhV71jgGHXPmBtYQ_KkBCLIGKBg!10m2!5m1!1sgcid:japanese_restaurant!2m7!1u5!4sChinese!5e1!9s0ahUKEwid3JvhtsH6AhV71jgGHXPmBtYQ_KkBCLMGKBk!10m2!5m1!1sgcid:chinese_restaurant!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwid3JvhtsH6AhV71jgGHXPmBtYQ_KkBCLQGKBo!10m2!2m1!1e1!3m1!1u3!3m1!1u2!3m113!1u5!2m7!1m2!5m1!1sgcid:asian_fusion_restaurant!2sAsian%2BFusion!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:chinese_restaurant!2sChinese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/chinese.png!2m7!1m2!5m1!1sgcid:french_restaurant!2sFrench!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/french.png!2m7!1m2!5m1!1sgcid:greek_restaurant!2sGreek!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:indian_restaurant!2sIndian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/indian.png!2m7!1m2!5m1!1sgcid:italian_restaurant!2sItalian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/italian.png!2m7!1m2!5m1!1sgcid:japanese_restaurant!2sJapanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!2m7!1m2!5m1!1sgcid:lebanese_restaurant!2sLebanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:malaysian_restaurant!2sMalaysian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:modern_australian_restaurant!2sModern%2BAustralian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:seafood_restaurant!2sSeafood!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/seafood.png!2m7!1m2!5m1!1sgcid:sushi_restaurant!2sSushi!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/sushi.png!2m7!1m2!5m1!1sgcid:thai_restaurant!2sThai!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:vietnamese_restaurant!2sVietnamese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!4BIAEqAkFV!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m2!7b1!10b1!69i620%26q%3Ddinning%2Bin%2Bburwood%26ech%3D10%26psi%3DhXI5Y-SPA9iM4-EP2dSm4Aw.1664709254246.1","Reserve a table"
"https://www.google.com/maps/place/Schnitz+Burwood+One/data=!4m7!3m6!1s0x6ad63f776a93582f:0x603112767207d587!8m2!3d-37.8527388!4d145.1490738!16s%2Fg%2F11c76mls65!19sChIJL1iTanc_1moRh9UHcnYSMWA?authuser=0&hl=en&rclk=1","Schnitz Burwood One","4.4","(303)","·","$$","·","Restaurant","·","Burwood One Shopping Centre, Shop G31, Corner Blackburn Rd &, Burwood Hwy","·","Hip chain with made-to-order schnitzels","Closed","⋅ Opens 4PM Wed","https://lh5.googleusercontent.com/p/AF1QipMzfTOY_bJM7CdxQgJDXcT4Ieq7OgbO-jCJG6wv=w80-h142-k-no","Dine-in","·","Takeaway","·","Delivery","·","·","https://food.google.com/chooseprovider?restaurantId=/g/11c76mls65&g2lbs=AL1YbfWsmSfEgWWARKjIcI61x91q4pxjr39ntMmMhfpXv2Hw4E12wPhDYQ_q8sCOGozj21Akrz1YSqDh1Nd2mGdnw-t1Y-_V3cl9Um9lwwAHt8XJkjsmysg%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=InQ5Y4mnDv_n4-EPpvuIuAU&ei=InQ5Y4mnDv_n4-EPpvuIuAU&fo_s=OA,AH&orderType=2","Order takeaway"
"https://www.google.com/maps/place/Grill'd/data=!4m7!3m6!1s0x6ad63f712ef4f30b:0xe311fc1ec7c5b340!8m2!3d-37.8527928!4d145.1493879!16s%2Fg%2F11b6qbyxcl!19sChIJC_P0LnE_1moRQLPFxx78EeM?authuser=0&hl=en&rclk=1","Grill'd","4.2","(681)","·","$$","·","Hamburger","·","Shop 30 Burwood One Shopping Centre, 172 Burwood Hwy","·","Stylish chain for flame-grilled burgers","Closed","⋅ Opens 7:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipNKq3SW1J_qF1YFZ0gMVtzwlDkrXM88pwe6_pcI=w239-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","·","https://food.google.com/chooseprovider?restaurantId=/g/11b6qbyxcl&g2lbs=AL1YbfXvTH1C5zSgl22KSkweKsF8NtbckgBO7yrJB19wfs90sWjTsjgfyZUa8xH_KZRvimAU_xcLt8xkUlz54zAYjogGAIU76kzewdNOjYVNvj0Xbhl-Oo0%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=InQ5Y4mnDv_n4-EPpvuIuAU&ei=InQ5Y4mnDv_n4-EPpvuIuAU&fo_s=OA,AH&orderType=2","Order takeaway"
"https://www.google.com/maps/place/New+Northcote+Brewhouse/data=!4m7!3m6!1s0x6ad641b1e6573e13:0x7e47a4dc895c6a4a!8m2!3d-37.8487591!4d145.1347439!16s%2Fg%2F11fqyrcykl!19sChIJEz5X5rFB1moRSmpcidykR34?authuser=0&hl=en&rclk=1","New Northcote Brewhouse","4.1","(194)","·","$$","·","Pub","·","T9/70 Middleborough Rd","·","Fried chicken restaurant chain","Closed","⋅ Opens 4PM Wed","https://lh5.googleusercontent.com/p/AF1QipNdx8sYEEHkrt7pUyeAS-rWXAzqxMAQS2qPrf5X=w138-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
"https://www.google.com/maps/place/Fusion+Caf%C3%A9/data=!4m7!3m6!1s0x6ad6405f393c12ff:0xe1a0a60aa701c574!8m2!3d-37.8451924!4d145.111064!16s%2Fg%2F11cn0lhy_9!19sChIJ_xI8OV9A1moRdMUBpwqmoOE?authuser=0&hl=en&rclk=1","Fusion Café","3.7","(69)","·","$$","·","Cafe","·","70 Elgar Rd","·","","Closed","⋅ Opens 7:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipPamxyytoSPPOQ2KPl952zqpM0XMU26JhIdWwm_=w122-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/KFC+Burwood+East/data=!4m7!3m6!1s0x6ad63f7936995477:0xc03141198688d100!8m2!3d-37.8510823!4d145.142953!16s%2Fg%2F1tdxqlrm!19sChIJd1SZNnk_1moRANGIhhlBMcA?authuser=0&hl=en&rclk=1","KFC Burwood East","3.5","(1,100)","·","$","·","Fried Chicken","·","123 Burwood Hwy","·","Fried chicken restaurant chain","Closed","⋅ Opens 10AM Mon","https://lh5.googleusercontent.com/p/AF1QipPyi7e1TiFhn9P7kUmzr_UGJ0l-fvCocQ6X9RdN=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery","·","·","",""
"https://www.google.com/maps/place/Barkery+cafe/data=!4m7!3m6!1s0x6ad64080828e8125:0x3090753d66c854c9!8m2!3d-37.8517817!4d145.1337555!16s%2Fg%2F11c5rvtgvq!19sChIJJYGOgoBA1moRyVTIZj11kDA?authuser=0&hl=en&rclk=1","Barkery cafe","4.0","(15)","·","$","·","Cafe","·","3 Burwood Hwy","·","Italian staples in a simple setting","Closed","⋅ Opens 8:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipPgR8Ce6mbx1uM7ODclq3cL8A-8N9vVffH_Fgkd=w122-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/burwood+one+Ichiro+Sushi+and+Katsu+Co/data=!4m7!3m6!1s0x6ad63fb36ff05db5:0xd273b964b98df78a!8m2!3d-37.8534072!4d145.1489317!16s%2Fg%2F11q3yc1jt2!19sChIJtV3wb7M_1moRiveNuWS5c9I?authuser=0&hl=en&rclk=1","burwood one Ichiro Sushi and Katsu Co","","","","","·","Restaurant","·","Shop 48, Ground Floor/172 Burwood Hwy","·","","Closed","⋅ Opens 10AM Mon","https://lh5.googleusercontent.com/p/AF1QipOM6KorQxTCB9HKuraVvFVQqMuFMLliY_Vpu-FF=w204-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","",""
"https://www.google.com/maps/place/Sofia+Burwood+Italian+Pizza+Restaurant/data=!4m7!3m6!1s0x6ad63f0d26bfa0af:0x9beff9fe8729f5c8!8m2!3d-37.8534093!4d145.1603697!16s%2Fg%2F1tddsb4n!19sChIJr6C_Jg0_1moRyPUph_7575s?authuser=0&hl=en&rclk=1","Sofia Burwood Italian Pizza Restaurant","4.0","(2,053)","·","$","·","Italian","·","299 Burwood Hwy","·","Italian staples in a simple setting","Closed","⋅ Opens 12PM Mon","https://lh5.googleusercontent.com/p/AF1QipOQShEnGUUhUrcp1cTpQ6gqvIFC1XxbFUozHHkj=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","·","",""
"https://www.google.com/maps/place/Wagyu+Fun+Burwood+One/data=!4m7!3m6!1s0x6ad63f36343c775b:0xa773006f6401cc9d!8m2!3d-37.8536529!4d145.1500142!16s%2Fg%2F11t7smbbbb!19sChIJW3c8NDY_1moRncwBZG8Ac6c?authuser=0&hl=en&rclk=1","Wagyu Fun Burwood One","","","","","·","Korean","·","172 Burwood Hwy","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0w7_Mcy4sFQH1Lkor1ulUw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.65451&pitch=0&thumbfov=100","Dine-in","·","Takeaway","","","·","","",""
"https://www.google.com/maps/place/Nando's+Burwood+East/data=!4m7!3m6!1s0x6ad6405aebfc6071:0x51b8ab3a554c2668!8m2!3d-37.852913!4d145.1493466!16s%2Fg%2F1td_hcwv!19sChIJcWD861pA1moRaCZMVTqruFE?authuser=0&hl=en&rclk=1","Nando's Burwood East","3.7","(424)","·","$$","·","Restaurant","·","Kmart Plaza, Shop 29/172 Burwood Hwy","·","Spicy Afro-Portuguese chicken chain","Closed","⋅ Opens 5:30PM Tue","https://lh5.googleusercontent.com/p/AF1QipMKjPLYRQRlJX4-sfBHHIWWrJSDae9MEpdGbmUn=w80-h106-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","·","",""
"https://www.google.com/maps/place/acre+glasshouse+cafe/data=!4m7!3m6!1s0x6ad641af819eb665:0xe72bdd7be049e2cf!8m2!3d-37.848911!4d145.1331374!16s%2Fg%2F11lr_fx99_!19sChIJZbaega9B1moRz-JJ4HvdK-c?authuser=0&hl=en&rclk=1","acre glasshouse cafe","3.7","(88)","·","$$","·","Coffee shop","·","Brickworks Rooftop, 78 Middleborough Road Burwood","·","Old-school Italian & seafood meals","Closed","⋅ Opens 8:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipNGh8C5dmHQzJMlGe3PSV96YNaiAmbIaihT_lGd=w163-h92-k-no","""We really enjoyed","","dining","","at this lovely place.""","·","","",""
"https://www.google.com/maps/place/Mino+Korean+Charcoal+BBQ/data=!4m7!3m6!1s0x6ad6417e1803495f:0x52083cf61ee54699!8m2!3d-37.8504251!4d145.093374!16s%2Fg%2F11fnw9gtbn!19sChIJX0kDGH5B1moRmUblHvY8CFI?authuser=0&hl=en&rclk=1","Mino Korean Charcoal BBQ","4.7","(117)","·","$$","·","Korean BBQ","·","1380 Toorak Rd","·","","Closed","⋅ Opens 5:30PM Tue","https://lh5.googleusercontent.com/p/AF1QipN6PA53hUnaho-OgBJT1jr-Jy_j5cSXOSYlciW4=w92-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
