"Link","Name of Parks","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","Type","W4Efsd 3","Address","W4Efsd 5","asd2asd","","W4Efsd 8","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3","W6VQef","W4Efsd 9","A1zNzb href","J8zHNe"
"https://www.google.com/maps/place/Easy+East/data=!4m7!3m6!1s0x6ad6404dac4e6c33:0x9b526e4f2375e84c!8m2!3d-37.850795!4d145.096643!16s%2Fg%2F1tf876p7!19sChIJM2xOrE1A1moRTOh1I09uUps?authuser=0&hl=en&rclk=1","Easy East","4.1","(51)","·","$$","·","Chinese","·","26 Burwood Hwy","·","","Closed","⋅ Opens 5:30PM Tue","https://lh5.googleusercontent.com/p/AF1QipPUUsAm06W_uxXfMbPn0xiPrxpjlcfx9pwlLFQm=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","",""
"https://www.google.com/maps/place/acre+Burwood/data=!4m7!3m6!1s0x6ad6408121360553:0x12d000ac88d69544!8m2!3d-37.8490712!4d145.1331127!16s%2Fg%2F11j0tl_13w!19sChIJUwU2IYFA1moRRJXWiKwA0BI?authuser=0&hl=en&rclk=1","acre Burwood","3.9","(269)","","","·","Restaurant","·","Level 1, Burwood Brickworks 70 Middleborough Road Rooftop","·","","Closed","⋅ Opens 8:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipNUl7zhQaiTZOM_3-Vwq-gkcskXUcG_iHY3fJBN=w135-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/%E8%A5%BF%E5%AE%89%E5%90%8D%E5%90%83/data=!4m7!3m6!1s0x6ad64060deb1c527:0x2f2e94367b5a5ee2!8m2!3d-37.849962!4d145.1179701!16s%2Fg%2F11hc_ggl0c!19sChIJJ8Wx3mBA1moR4l5aezaULi8?authuser=0&hl=en&rclk=1","西安名吃","3.8","(64)","·","$","·","Restaurant","·","251 Burwood Hwy","·","","Closed","⋅ Opens 11AM Mon","https://lh5.googleusercontent.com/p/AF1QipMP-CMqaCDMgAIw0-LZU6VojMZnuQnEY2JNEtKC=w80-h142-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
"https://www.google.com/maps/place/LiHO+Shokudo/data=!4m7!3m6!1s0x6ad641321bdc839d:0xb3886457fb635886!8m2!3d-37.8503189!4d145.0961536!16s%2Fg%2F11q1s26s90!19sChIJnYPcGzJB1moRhlhj-1dkiLM?authuser=0&hl=en&rclk=1","LiHO Shokudo","4.9","(137)","","","·","Japanese","·","11 Burwood Hwy","·","","Closed","⋅ Opens 10AM Wed","https://lh5.googleusercontent.com/p/AF1QipMjQixPd_lwK1lSVnL8lN-ajcddz3p2PKKo0z1y=w92-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","",""
"https://www.google.com/maps/place/China+Bar+Burwood+One/data=!4m7!3m6!1s0x6ad63f72a5f291bf:0x887e13fb62fc0936!8m2!3d-37.8534446!4d145.1508118!16s%2Fg%2F11p00xb8m_!19sChIJv5HypXI_1moRNgn8YvsTfog?authuser=0&hl=en&rclk=1","China Bar Burwood One","3.8","(202)","·","$","·","Chinese","·","g8/172-210 Burwood Hwy","·","","Open 24 hours","","https://lh5.googleusercontent.com/p/AF1QipMdFozwY0TpWOX7ZSwqHihlfrK5StoubPRrJfVc=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","https://food.google.com/chooseprovider?restaurantId=/g/11p00xb8m_&g2lbs=AL1YbfX_n_UaA-mDXgcWsl1xnBxzTE7N5xCLqa_XQsBK2iqz_Wl0lHICGCC2CTkeSI9BpluqDLENEUmKpPf3nEChZWyj8mm_DeMV16fr8y5BNVTIu5LJ360%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=H3Q5Y93QI_us4-EP88ybsA0&ei=H3Q5Y93QI_us4-EP88ybsA0&fo_s=OA,AH","Order online"
"https://www.google.com/maps/place/LiHO+Shokudo/data=!4m7!3m6!1s0x6ad641321bdc839d:0xb3886457fb635886!8m2!3d-37.8503189!4d145.0961536!16s%2Fg%2F11q1s26s90!19sChIJnYPcGzJB1moRhlhj-1dkiLM?authuser=0&hl=en&rclk=1","LiHO Shokudo","4.9","(137)","","","·","Japanese","·","11 Burwood Hwy","·","","Closed","⋅ Opens 10AM Wed","https://lh5.googleusercontent.com/p/AF1QipMjQixPd_lwK1lSVnL8lN-ajcddz3p2PKKo0z1y=w92-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","",""
"https://www.google.com/maps/place/Cromwell+Kitchen/data=!4m7!3m6!1s0x6ad6405aab2c3d79:0xf2db0d0df4a1b915!8m2!3d-37.8512115!4d145.1046808!16s%2Fg%2F1wf21_fd!19sChIJeT0sq1pA1moRFbmh9A0N2_I?authuser=0&hl=en&rclk=1","Cromwell Kitchen","4.3","(46)","·","$","·","Take Away Restaurant","·","4C Cromwell St","·","","Closed","⋅ Opens 6:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipPGseDO6-yy1B5SwvCkcJ0I9RpYbN3sY_DITxsP=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
"https://www.google.com/maps/place/One+Two+Three+Sushi+Bar/data=!4m7!3m6!1s0x6ad6417fad68dcf5:0xd4af238e64399bef!8m2!3d-37.8461196!4d145.11349!16s%2Fg%2F11h7c878t2!19sChIJ9dxorX9B1moR75s5ZI4jr9Q?authuser=0&hl=en&rclk=1","One Two Three Sushi Bar","","","·","$$","·","Restaurant","·","Brekkie & lunch in a creative cafe","","","Closed","⋅ Opens 9AM Mon","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Lunchez+on+Highbury/data=!4m7!3m6!1s0x6ad64045890f3f95:0xbd15951b0c2d166!8m2!3d-37.8542598!4d145.1047047!16s%2Fg%2F1tfjwdz9!19sChIJlT8PiUVA1moRZtHCsFFZ0Qs?authuser=0&hl=en&rclk=1","Lunchez on Highbury","4.7","(38)","·","$","·","Vietnamese","·","99 Highbury Rd","·","","Closed","⋅ Opens 6AM Mon","https://lh5.googleusercontent.com/p/AF1QipNEWDmAH7Cf6orChsRiifCS1HbhiFAQQyLPtBBb=w142-h92-k-no","Dine-in","·","Kerbside pickup","·","No-contact delivery","·","","",""
"https://www.google.com/maps/place/Foodrinkery./data=!4m7!3m6!1s0x6ad640541ce3ed27:0x1609a058507f84a!8m2!3d-37.8437213!4d145.0987854!16s%2Fg%2F1tg79555!19sChIJJ-3jHFRA1moRSvgHhQWaYAE?authuser=0&hl=en&rclk=1","Foodrinkery.","4.1","(150)","·","$$","·","Cafe","·","22 Banksia St","·","Brekkie & lunch in a creative cafe","Closed","⋅ Opens 8AM Mon","https://lh5.googleusercontent.com/p/AF1QipOZKu18PtrTGE6vue0GhbOA9tjE68wgZGAA74h4=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","·","",""
"https://www.google.com/maps/place/ALIYA+HALAL+FOOD/data=!4m7!3m6!1s0x6ad64060df302de5:0x1fb36dfa80db3ec0!8m2!3d-37.849962!4d145.1179701!16s%2Fg%2F11fk48wfd4!19sChIJ5S0w32BA1moRwD7bgPptsx8?authuser=0&hl=en&rclk=1","ALIYA HALAL FOOD","3.9","(27)","·","$$","·","Restaurant","·","253C Burwood Hwy","·","","Closed","⋅ Opens 11AM Tue","https://lh5.googleusercontent.com/p/AF1QipOBzGW4JRjxE39QbQ4YzriMHBa4-WZzQB5kA2BB=w163-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery","·","","https://food.google.com/chooseprovider?restaurantId=/g/11fk48wfd4&g2lbs=AL1YbfUJ1g3Lgj3jRZocH4yvDENCLKpRrWxlbZFO5iUlBBFN1DLo9j_uMM5ypOKB72AOmdNIiZaZ9J8M-5kMTlav8mVNei4YDj6_ZcqXzapQMIH1esLft-U%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=H3Q5Y93QI_us4-EP88ybsA0&ei=H3Q5Y93QI_us4-EP88ybsA0&fo_s=OA,AH","Order online"
"https://www.google.com/maps/place/Hoshi+Japanese+Restaurant/data=!4m7!3m6!1s0x6ad641320625612f:0xcd40a7f2d89f1e49!8m2!3d-37.8499999!4d145.1180029!16s%2Fg%2F11s7y_hpj4!19sChIJL2ElBjJB1moRSR6f2PKnQM0?authuser=0&hl=en&rclk=1","Hoshi Japanese Restaurant","5.0","(1)","·","$","·","Japanese","·","251/255 Burwood Hwy","","","","","https://lh5.googleusercontent.com/p/AF1QipOoiVESA0w6BbzaEmy4JSmKELJWbp7FtE4dwCNL=w129-h92-k-no","Dine-in","·","Kerbside pickup","·","Delivery","·","","",""
"https://www.google.com/maps/place/Dragon+Hot+Pot+%E4%B8%80%E9%BA%BB%E4%B8%80%E8%BE%A3/data=!4m7!3m6!1s0x6ad63fe85d0d03c9:0x4341288218304078!8m2!3d-37.8534191!4d145.1500851!16s%2Fg%2F11rms_hk66!19sChIJyQMNXeg_1moReEAwGIIoQUM?authuser=0&hl=en&rclk=1","Dragon Hot Pot 一麻一辣","3.8","(80)","·","$$","·","Chinese","·","Burwood One Shopping Centre, 172 Burwood Hwy","·","","Open","⋅ Closes 12AM","https://lh5.googleusercontent.com/p/AF1QipNqYQVQlGnL5ZoC8Fwa5-rVDKbv7G7MIi3rt92d=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
"https://www.google.com/maps/place/Subway/data=!4m7!3m6!1s0x6ad63c3d03484005:0xf81f2d6041a80d8c!8m2!3d-37.8499344!4d145.1177983!16s%2Fg%2F1tfbt084!19sChIJBUBIAz081moRjA2oQWAtH_g?authuser=0&hl=en&rclk=1","Subway","3.8","(159)","·","$","·","Fast Food","·","251-255 Burwood Hwy Null","·","Build-your-own sandwich chain","Closed","⋅ Opens 11:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipPFlGmiI9ijbKuBOq_XhdbhgQ_MHOULVKtcMDRU=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","·","",""
"https://www.google.com/maps/place/Ruchira+Restaurant/data=!4m7!3m6!1s0x6ad641b356f917b1:0xb265f2cdf1580224!8m2!3d-37.8504252!4d145.0969819!16s%2Fg%2F11jb1_xklp!19sChIJsRf5VrNB1moRJAJY8c3yZbI?authuser=0&hl=en&rclk=1","Ruchira Restaurant","4.2","(159)","","","·","Restaurant","·","37 Burwood Hwy","·","","Closed","⋅ Opens 9AM Thu","https://lh5.googleusercontent.com/p/AF1QipNOpYXbUEYrGg57VBYCGhIc8wQbBKbrV5XzNPSM=w163-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Gami+Chicken+%26+Beer/data=!4m7!3m6!1s0x6ad641d87995de09:0x13807bdb3ed16b12!8m2!3d-37.8492865!4d145.1346285!16s%2Fg%2F11jlh7nw66!19sChIJCd6VedhB1moREmvRPtt7gBM?authuser=0&hl=en&rclk=1","Gami Chicken & Beer","4.6","(343)","·","$$","·","Chicken","·","Brickworks Shopping Centre, T18/70 Middleborough Road Burwood","·","","Closed","⋅ Opens 11:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipM9S9dO_qGQbhjEJlj9ygcB1hR8-hLcJfIGEpyV=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","https://food.google.com/chooseprovider?restaurantId=/g/11jlh7nw66&g2lbs=AL1YbfWB7CWnwHAUzNrer1OtIJLWITOVJkl75HjuOH0jBxP4LFU6TuIXPKBNuLXzP5DSw5uDxLsU-bzkFe6_-pVu3TZ9_Hxt6IdySltqgusOTIBdHfhWrfI%3D&hl=en-AU&gl=au&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=H3Q5Y93QI_us4-EP88ybsA0&ei=H3Q5Y93QI_us4-EP88ybsA0&fo_s=OA,AH&orderType=2","Order takeaway"
"https://www.google.com/maps/place/Cafe+Piccolo+%26+Take-Away/data=!4m7!3m6!1s0x6ad6404f3ecbd347:0x5dc2c4cc14ac7346!8m2!3d-37.854432!4d145.102834!16s%2Fg%2F1tfz07n9!19sChIJR9PLPk9A1moRRnOsFMzEwl0?authuser=0&hl=en&rclk=1","Cafe Piccolo & Take-Away","4.3","(15)","","","·","Cafe","·","56 Highbury Rd","·","","Closed","⋅ Opens 6AM Mon","https://lh5.googleusercontent.com/p/AF1QipMdW1HVfgFlx4WFIN2nXkcKwFJI2NR_a2UgI2XI=w143-h92-k-no","Dine-in","·","Takeaway","·","Delivery","·","","",""
"https://www.google.com/maps/place/My+Sushi/data=!4m7!3m6!1s0x6ad641eef8853b0b:0xa005449df256cd8!8m2!3d-37.8489879!4d145.1333745!16s%2Fg%2F11fqsyqbpv!19sChIJCzuF-O5B1moR2Gwl30lUAAo?authuser=0&hl=en&rclk=1","My Sushi","3.9","(12)","·","$$","·","Sushi takeaway","·","Burwood Brickworks, 20/70 Middleborough Rd","·","","Closed","⋅ Opens 9:30AM Mon","https://lh5.googleusercontent.com/p/AF1QipNLpLryusKHotLuHvFA5HrjPjei4VVEDJoEF4vy=w163-h92-k-no","""Overall, the experience of","","dining","","here was great.q""","·","","",""
"https://www.google.com/maps/place/Discovery+Fusion+BBQ+Buffet+%E7%82%AD%E6%89%80/data=!4m7!3m6!1s0x6ad63fded70254d5:0xc3a86b103dadc42f!8m2!3d-37.8528049!4d145.1514479!16s%2Fg%2F11j8kbfrbg!19sChIJ1VQC194_1moRL8StPRBrqMM?authuser=0&hl=en&rclk=1","Discovery Fusion BBQ Buffet 炭所","4.0","(374)","·","$$$","·","Restaurant","·","F3/172 Burwood Hwy","·","Hot spot for lively Japanese dining","Open","⋅ Closes 1AM","https://lh5.googleusercontent.com/p/AF1QipNuA6JLhgcUaEmzQSwQyx_wGwCk59NKmKhX1Xn6=w80-h106-k-no","Dine-in","·","No delivery","","","·","","https://www.google.com/maps/reserve/v/dine/c/EVMPQJk81rA?source=pa&hl=en-AU&gei=H3Q5Y93QI_us4-EP88ybsA0&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dau%26pb%3D!4m12!1m3!1d15902.062465697545!2d145.1265483489004!3d-37.83985756036363!2m3!1f0!2f0!3f0!3m2!1i1920!2i969!4f13.1!7i20!8i20!10b1!12m8!1m1!18b1!2m3!5m1!6e2!20e3!10b1!16b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m2!1shXI5Y-SPA9iM4-EP2dSm4Aw!7e81!24m70!1m22!13m8!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!18m12!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!2b1!5m5!2b1!3b1!5b1!6b1!7b1!10m1!8e3!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m4!1m2!3b1!5b1!4b1!89b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i458!2i969!1m6!1m2!1i1870!2i0!2m2!1i1920!2i969!1m6!1m2!1i0!2i0!2m2!1i1920!2i20!1m6!1m2!1i0!2i949!2m2!1i1920!2i969!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!46m1!1e9!47m0!49m5!3b1!6m1!1b1!7m1!1e3!50m156!1m151!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLgGKBc!10m2!3m1!1e1!2m7!1u5!4sJapanese!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLkGKBg!10m2!5m1!1sgcid:japanese_restaurant!2m7!1u5!4sChinese!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLoGKBk!10m2!5m1!1sgcid:chinese_restaurant!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLsGKBo!10m2!2m1!1e1!3m1!1u2!3m1!1u3!3m113!1u5!2m7!1m2!5m1!1sgcid:asian_fusion_restaurant!2sAsian%2BFusion!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:chinese_restaurant!2sChinese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/chinese.png!2m7!1m2!5m1!1sgcid:french_restaurant!2sFrench!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/french.png!2m7!1m2!5m1!1sgcid:greek_restaurant!2sGreek!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:indian_restaurant!2sIndian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/indian.png!2m7!1m2!5m1!1sgcid:italian_restaurant!2sItalian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/italian.png!2m7!1m2!5m1!1sgcid:japanese_restaurant!2sJapanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!2m7!1m2!5m1!1sgcid:lebanese_restaurant!2sLebanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:malaysian_restaurant!2sMalaysian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:modern_australian_restaurant!2sModern%2BAustralian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:seafood_restaurant!2sSeafood!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/seafood.png!2m7!1m2!5m1!1sgcid:sushi_restaurant!2sSushi!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/sushi.png!2m7!1m2!5m1!1sgcid:thai_restaurant!2sThai!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:vietnamese_restaurant!2sVietnamese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!4BIAEqAkFV!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m2!7b1!10b1!69i620%26q%3Ddinning%2Bin%2Bburwood%26ech%3D9%26psi%3DhXI5Y-SPA9iM4-EP2dSm4Aw.1664709254246.1","Reserve a table"
"https://www.google.com/maps/place/Norwood+Caf%C3%A9/data=!4m7!3m6!1s0x6ad6417468e8b2e9:0x12b8c40624731e1c!8m2!3d-37.8496069!4d145.1343425!16s%2Fg%2F11fqxr0rtn!19sChIJ6bLoaHRB1moRHB5zJAbEuBI?authuser=0&hl=en&rclk=1","Norwood Café","3.7","(194)","·","$$","·","Restaurant","·","T33/70 Middleborough Rd","·","","Closed","⋅ Opens 7AM Mon","https://lh5.googleusercontent.com/p/AF1QipPpORJYD49VqOc_M9uABIc05X71YR2gSLg6SVua=w163-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","","",""
"https://www.google.com/maps/place/Burwood+Teppanyaki+House/data=!4m7!3m6!1s0x6ad63f797b6e4e4d:0xd6c4701fcb9783cc!8m2!3d-37.8513!4d145.1453!16s%2Fg%2F1tpn2q2q!19sChIJTU5ue3k_1moRzIOXyx9wxNY?authuser=0&hl=en&rclk=1","Burwood Teppanyaki House","4.0","(503)","·","$$$","·","Teppanyaki","·","145 Burwood Hwy","·","Hot spot for lively Japanese dining","Closed","⋅ Opens 8AM Mon","https://lh5.googleusercontent.com/p/AF1QipM2K9sCjjwGD0rINaiLhPQM73ZA46_gGDHSt79O=w138-h92-k-no","Dine-in","·","Takeaway","·","No delivery","·","·","https://www.google.com/maps/reserve/v/dine/c/9QpEK076TMk?source=pa&hl=en-AU&gei=H3Q5Y93QI_us4-EP88ybsA0&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dau%26pb%3D!4m12!1m3!1d15902.062465697545!2d145.1265483489004!3d-37.83985756036363!2m3!1f0!2f0!3f0!3m2!1i1920!2i969!4f13.1!7i20!8i20!10b1!12m8!1m1!18b1!2m3!5m1!6e2!20e3!10b1!16b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m2!1shXI5Y-SPA9iM4-EP2dSm4Aw!7e81!24m70!1m22!13m8!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!18m12!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!2b1!5m5!2b1!3b1!5b1!6b1!7b1!10m1!8e3!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m4!1m2!3b1!5b1!4b1!89b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i458!2i969!1m6!1m2!1i1870!2i0!2m2!1i1920!2i969!1m6!1m2!1i0!2i0!2m2!1i1920!2i20!1m6!1m2!1i0!2i949!2m2!1i1920!2i969!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!46m1!1e9!47m0!49m5!3b1!6m1!1b1!7m1!1e3!50m156!1m151!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLgGKBc!10m2!3m1!1e1!2m7!1u5!4sJapanese!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLkGKBg!10m2!5m1!1sgcid:japanese_restaurant!2m7!1u5!4sChinese!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLoGKBk!10m2!5m1!1sgcid:chinese_restaurant!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwiujNrftsH6AhW9wTgGHUkyAr4Q_KkBCLsGKBo!10m2!2m1!1e1!3m1!1u2!3m1!1u3!3m113!1u5!2m7!1m2!5m1!1sgcid:asian_fusion_restaurant!2sAsian%2BFusion!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:chinese_restaurant!2sChinese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/chinese.png!2m7!1m2!5m1!1sgcid:french_restaurant!2sFrench!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/french.png!2m7!1m2!5m1!1sgcid:greek_restaurant!2sGreek!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:indian_restaurant!2sIndian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/indian.png!2m7!1m2!5m1!1sgcid:italian_restaurant!2sItalian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/italian.png!2m7!1m2!5m1!1sgcid:japanese_restaurant!2sJapanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!2m7!1m2!5m1!1sgcid:lebanese_restaurant!2sLebanese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:malaysian_restaurant!2sMalaysian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:modern_australian_restaurant!2sModern%2BAustralian!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/restaurant.png!2m7!1m2!5m1!1sgcid:seafood_restaurant!2sSeafood!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/seafood.png!2m7!1m2!5m1!1sgcid:sushi_restaurant!2sSushi!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/sushi.png!2m7!1m2!5m1!1sgcid:thai_restaurant!2sThai!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/thai.png!2m7!1m2!5m1!1sgcid:vietnamese_restaurant!2sVietnamese!3m2!2m1!1shttps://ssl.gstatic.com/local/refinements/cuisineicons/japanese.png!4BIAEqAkFV!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m2!7b1!10b1!69i620%26q%3Ddinning%2Bin%2Bburwood%26ech%3D9%26psi%3DhXI5Y-SPA9iM4-EP2dSm4Aw.1664709254246.1","Reserve a table"
